pid,name,season,team,fol,tpa
195,J.J. Barea,2017-18,Dallas Mavericks,2,204
195,J.J. Barea,2018-19,Dallas Mavericks,0,87
196,Andrea Bargnani,2006-07,Toronto Raptors,6,230
196,Andrea Bargnani,2007-08,Toronto Raptors,5,234
196,Andrea Bargnani,2008-09,Toronto Raptors,4,239
196,Andrea Bargnani,2009-10,Toronto Raptors,3,272
196,Andrea Bargnani,2010-11,Toronto Raptors,8,177
196,Andrea Bargnani,2011-12,Toronto Raptors,3,94
196,Andrea Bargnani,2012-13,Toronto Raptors,3,84
196,Andrea Bargnani,2013-14,New York Knicks,1,88
196,Andrea Bargnani,2014-15,New York Knicks,0,32
196,Andrea Bargnani,2015-16,Brooklyn Nets,2,14
199,Charles Barkley,1998-99,Houston Rockets,0,16
199,Charles Barkley,1999-00,Houston Rockets,0,21
200,Erick Barkley,2000-01,Portland Trail Blazers,2,6
200,Erick Barkley,2001-02,Portland Trail Blazers,2,5
202,Harrison Barnes,2012-13,Golden State Warriors,0,111
202,Harrison Barnes,2013-14,Golden State Warriors,2,124
202,Harrison Barnes,2014-15,Golden State Warriors,0,162
202,Harrison Barnes,2015-16,Golden State Warriors,3,175
202,Harrison Barnes,2016-17,Dallas Mavericks,2,167
202,Harrison Barnes,2017-18,Dallas Mavericks,1,215
202,Harrison Barnes,2018-19,Dallas Mavericks,1,182
202,Harrison Barnes,2018-19,Sacramento Kings,1,74
206,Matt Barnes,2003-04,Los Angeles Clippers,1,7
206,Matt Barnes,2004-05,Sacramento Kings,2,14
206,Matt Barnes,2005-06,New York Knicks,0,4
206,Matt Barnes,2005-06,Philadelphia 76ers,0,6
206,Matt Barnes,2006-07,Golden State Warriors,4,217
206,Matt Barnes,2007-08,Golden State Warriors,3,99
206,Matt Barnes,2008-09,Phoenix Suns,4,231
206,Matt Barnes,2009-10,Orlando Magic,2,133
206,Matt Barnes,2010-11,Los Angeles Lakers,1,70
206,Matt Barnes,2011-12,Los Angeles Lakers,1,92
206,Matt Barnes,2012-13,Los Angeles Clippers,1,173
206,Matt Barnes,2013-14,Los Angeles Clippers,2,197
206,Matt Barnes,2014-15,Los Angeles Clippers,0,276
206,Matt Barnes,2015-16,Memphis Grizzlies,1,275
206,Matt Barnes,2016-17,Golden State Warriors,1,39
206,Matt Barnes,2016-17,Sacramento Kings,3,162
215,Andre Barrett,2004-05,Houston Rockets,0,20
215,Andre Barrett,2004-05,Orlando Magic,0,9
215,Andre Barrett,2005-06,Phoenix Suns,0,1
215,Andre Barrett,2005-06,Toronto Raptors,0,8
215,Andre Barrett,2007-08,Los Angeles Clippers,0,2
218,Earl Barron,2006-07,Miami Heat,0,1
218,Earl Barron,2007-08,Miami Heat,0,11
218,Earl Barron,2010-11,Milwaukee Bucks,1,0
218,Earl Barron,2014-15,Phoenix Suns,0,3
219,Dana Barros,1998-99,Boston Celtics,2,130
219,Dana Barros,1999-00,Boston Celtics,7,107
219,Dana Barros,2000-01,Detroit Pistons,5,54
219,Dana Barros,2001-02,Detroit Pistons,2,38
220,Brent Barry,1998-99,Chicago Bulls,3,128
220,Brent Barry,1999-00,Oklahoma City Thunder,1,270
220,Brent Barry,2000-01,Oklahoma City Thunder,2,154
220,Brent Barry,2001-02,Oklahoma City Thunder,3,299
220,Brent Barry,2002-03,Oklahoma City Thunder,4,224
220,Brent Barry,2003-04,Oklahoma City Thunder,0,162
220,Brent Barry,2004-05,San Antonio Spurs,4,250
220,Brent Barry,2005-06,San Antonio Spurs,2,169
220,Brent Barry,2006-07,San Antonio Spurs,2,240
220,Brent Barry,2007-08,San Antonio Spurs,1,107
220,Brent Barry,2008-09,Houston Rockets,3,80
221,Drew Barry,1998-99,Oklahoma City Thunder,0,18
221,Drew Barry,1999-00,Atlanta Hawks,0,5
221,Drew Barry,1999-00,Golden State Warriors,0,8
222,Jon Barry,1998-99,Sacramento Kings,2,85
222,Jon Barry,1999-00,Sacramento Kings,2,134
222,Jon Barry,2000-01,Sacramento Kings,2,110
222,Jon Barry,2001-02,Detroit Pistons,2,172
222,Jon Barry,2002-03,Detroit Pistons,6,145
222,Jon Barry,2003-04,Denver Nuggets,4,125
222,Jon Barry,2004-05,Atlanta Hawks,0,27
222,Jon Barry,2004-05,Houston Rockets,4,115
222,Jon Barry,2005-06,Houston Rockets,0,23
226,Will Barton,2012-13,Portland Trail Blazers,0,38
226,Will Barton,2013-14,Portland Trail Blazers,0,26
226,Will Barton,2014-15,Denver Nuggets,0,44
226,Will Barton,2014-15,Portland Trail Blazers,0,7
226,Will Barton,2015-16,Denver Nuggets,2,246
226,Will Barton,2016-17,Denver Nuggets,0,176
226,Will Barton,2017-18,Denver Nuggets,3,308
226,Will Barton,2018-19,Denver Nuggets,2,178
227,Eddie Basden,2005-06,Chicago Bulls,0,5
229,Brandon Bass,2006-07,New Orleans Pelicans,0,1
229,Brandon Bass,2007-08,Dallas Mavericks,0,2
229,Brandon Bass,2010-11,Orlando Magic,0,1
229,Brandon Bass,2011-12,Boston Celtics,1,0
229,Brandon Bass,2013-14,Boston Celtics,0,1
229,Brandon Bass,2014-15,Boston Celtics,0,21
229,Brandon Bass,2016-17,Los Angeles Clippers,0,1
231,Maceo Baston,2006-07,Indiana Pacers,0,7
232,Mengke Bateer,2001-02,Denver Nuggets,0,8
232,Mengke Bateer,2002-03,San Antonio Spurs,0,2
234,Keita Bates-Diop,2018-19,Minnesota Timberwolves,0,29
235,Esteban Batista,2005-06,Atlanta Hawks,0,1
236,Mike Batiste,2002-03,Memphis Grizzlies,2,59
237,Tony Battie,1998-99,Boston Celtics,0,3
237,Tony Battie,1999-00,Boston Celtics,0,4
237,Tony Battie,2000-01,Boston Celtics,0,1
237,Tony Battie,2001-02,Boston Celtics,0,1
237,Tony Battie,2002-03,Boston Celtics,0,3
237,Tony Battie,2003-04,Cleveland Cavaliers,0,4
237,Tony Battie,2004-05,Orlando Magic,0,3
237,Tony Battie,2005-06,Orlando Magic,0,3
237,Tony Battie,2006-07,Orlando Magic,0,1
237,Tony Battie,2008-09,Orlando Magic,0,7
237,Tony Battie,2009-10,Brooklyn Nets,0,1
237,Tony Battie,2010-11,Philadelphia 76ers,0,2
237,Tony Battie,2011-12,Philadelphia 76ers,0,1
238,Shane Battier,2001-02,Memphis Grizzlies,0,189
238,Shane Battier,2002-03,Memphis Grizzlies,0,170
238,Shane Battier,2003-04,Memphis Grizzlies,0,138
238,Shane Battier,2004-05,Memphis Grizzlies,1,107
238,Shane Battier,2005-06,Memphis Grizzlies,0,86
238,Shane Battier,2006-07,Houston Rockets,0,273
238,Shane Battier,2007-08,Houston Rockets,0,244
238,Shane Battier,2008-09,Houston Rockets,0,168
238,Shane Battier,2009-10,Houston Rockets,0,177
238,Shane Battier,2010-11,Houston Rockets,0,132
238,Shane Battier,2010-11,Memphis Grizzlies,0,36
238,Shane Battier,2011-12,Miami Heat,0,187
238,Shane Battier,2012-13,Miami Heat,0,248
238,Shane Battier,2013-14,Miami Heat,1,147
242,Nicolas Batum,2008-09,Portland Trail Blazers,0,114
242,Nicolas Batum,2009-10,Portland Trail Blazers,1,106
242,Nicolas Batum,2010-11,Portland Trail Blazers,4,224
242,Nicolas Batum,2011-12,Portland Trail Blazers,3,187
242,Nicolas Batum,2012-13,Portland Trail Blazers,10,332
242,Nicolas Batum,2013-14,Portland Trail Blazers,4,338
242,Nicolas Batum,2014-15,Portland Trail Blazers,3,252
242,Nicolas Batum,2015-16,Charlotte Hornets,5,324
242,Nicolas Batum,2016-17,Charlotte Hornets,6,315
242,Nicolas Batum,2017-18,Charlotte Hornets,3,181
242,Nicolas Batum,2018-19,Charlotte Hornets,2,176
245,Lonny Baxter,2003-04,Toronto Raptors,0,1
245,Lonny Baxter,2003-04,Washington Wizards,0,1
246,Jerryd Bayless,2008-09,Portland Trail Blazers,1,16
246,Jerryd Bayless,2009-10,Portland Trail Blazers,8,78
246,Jerryd Bayless,2010-11,New Orleans Pelicans,2,14
246,Jerryd Bayless,2010-11,Toronto Raptors,6,94
246,Jerryd Bayless,2011-12,Toronto Raptors,2,84
246,Jerryd Bayless,2012-13,Memphis Grizzlies,10,176
246,Jerryd Bayless,2013-14,Boston Celtics,2,98
246,Jerryd Bayless,2013-14,Memphis Grizzlies,2,61
246,Jerryd Bayless,2014-15,Milwaukee Bucks,3,74
246,Jerryd Bayless,2015-16,Milwaukee Bucks,2,159
246,Jerryd Bayless,2016-17,Philadelphia 76ers,0,4
246,Jerryd Bayless,2017-18,Philadelphia 76ers,0,76
246,Jerryd Bayless,2018-19,Minnesota Timberwolves,4,72
248,Aron Baynes,2013-14,San Antonio Spurs,0,1
248,Aron Baynes,2014-15,San Antonio Spurs,0,2
248,Aron Baynes,2017-18,Boston Celtics,0,17
248,Aron Baynes,2018-19,Boston Celtics,0,33
250,Kent Bazemore,2012-13,Golden State Warriors,0,12
250,Kent Bazemore,2013-14,Golden State Warriors,0,18
250,Kent Bazemore,2013-14,Los Angeles Lakers,0,50
250,Kent Bazemore,2014-15,Atlanta Hawks,2,98
250,Kent Bazemore,2015-16,Atlanta Hawks,0,255
250,Kent Bazemore,2016-17,Atlanta Hawks,6,186
250,Kent Bazemore,2017-18,Atlanta Hawks,3,195
250,Kent Bazemore,2018-19,Atlanta Hawks,3,187
253,Bradley Beal,2012-13,Washington Wizards,4,143
253,Bradley Beal,2013-14,Washington Wizards,9,267
253,Bradley Beal,2014-15,Washington Wizards,2,203
253,Bradley Beal,2015-16,Washington Wizards,4,165
253,Bradley Beal,2016-17,Washington Wizards,7,390
253,Bradley Beal,2017-18,Washington Wizards,5,336
253,Bradley Beal,2018-19,Washington Wizards,8,330
257,Malik Beasley,2016-17,Denver Nuggets,0,22
257,Malik Beasley,2017-18,Denver Nuggets,0,49
257,Malik Beasley,2018-19,Denver Nuggets,0,335
258,Michael Beasley,2008-09,Miami Heat,7,66
258,Michael Beasley,2009-10,Miami Heat,1,77
258,Michael Beasley,2010-11,Minnesota Timberwolves,5,131
258,Michael Beasley,2011-12,Minnesota Timberwolves,1,64
258,Michael Beasley,2012-13,Phoenix Suns,10,89
258,Michael Beasley,2013-14,Miami Heat,0,36
258,Michael Beasley,2014-15,Miami Heat,0,27
258,Michael Beasley,2015-16,Houston Rockets,1,10
258,Michael Beasley,2016-17,Milwaukee Bucks,1,27
258,Michael Beasley,2017-18,New York Knicks,2,48
258,Michael Beasley,2018-19,Los Angeles Lakers,0,7
260,Rodrigue Beaubois,2009-10,Dallas Mavericks,1,91
260,Rodrigue Beaubois,2010-11,Dallas Mavericks,2,66
260,Rodrigue Beaubois,2011-12,Dallas Mavericks,5,97
260,Rodrigue Beaubois,2012-13,Dallas Mavericks,1,51
262,Corey Beck,1998-99,Charlotte Hornets,0,1
269,Marco Belinelli,2007-08,Golden State Warriors,2,22
269,Marco Belinelli,2008-09,Golden State Warriors,4,66
269,Marco Belinelli,2009-10,Toronto Raptors,5,109
269,Marco Belinelli,2010-11,New Orleans Pelicans,5,230
269,Marco Belinelli,2011-12,New Orleans Pelicans,5,160
269,Marco Belinelli,2012-13,Chicago Bulls,2,175
269,Marco Belinelli,2013-14,San Antonio Spurs,1,218
269,Marco Belinelli,2014-15,San Antonio Spurs,3,183
269,Marco Belinelli,2015-16,Sacramento Kings,5,210
269,Marco Belinelli,2016-17,Charlotte Hornets,4,181
269,Marco Belinelli,2017-18,Atlanta Hawks,3,166
269,Marco Belinelli,2017-18,Philadelphia 76ers,0,93
269,Marco Belinelli,2018-19,San Antonio Spurs,3,255
270,Charlie Bell,2001-02,Phoenix Suns,0,4
270,Charlie Bell,2005-06,Milwaukee Bucks,1,99
270,Charlie Bell,2006-07,Milwaukee Bucks,2,208
270,Charlie Bell,2007-08,Milwaukee Bucks,1,125
270,Charlie Bell,2008-09,Milwaukee Bucks,4,145
270,Charlie Bell,2009-10,Milwaukee Bucks,2,115
270,Charlie Bell,2010-11,Golden State Warriors,0,12
272,Jordan Bell,2017-18,Golden State Warriors,0,1
272,Jordan Bell,2018-19,Golden State Warriors,0,1
273,Raja Bell,2000-01,Philadelphia 76ers,0,5
273,Raja Bell,2001-02,Philadelphia 76ers,0,24
273,Raja Bell,2002-03,Dallas Mavericks,8,41
273,Raja Bell,2003-04,Utah Jazz,13,118
273,Raja Bell,2004-05,Utah Jazz,19,89
273,Raja Bell,2005-06,Phoenix Suns,13,400
273,Raja Bell,2006-07,Phoenix Suns,12,380
273,Raja Bell,2007-08,Phoenix Suns,10,349
273,Raja Bell,2008-09,Phoenix Suns,0,72
273,Raja Bell,2008-09,Charlotte Hornets,4,116
273,Raja Bell,2009-10,Golden State Warriors,0,1
273,Raja Bell,2009-10,Charlotte Hornets,0,15
273,Raja Bell,2010-11,Utah Jazz,9,134
273,Raja Bell,2011-12,Utah Jazz,2,66
274,Troy Bell,2003-04,Memphis Grizzlies,0,3
277,DeAndre' Bembry,2016-17,Atlanta Hawks,0,14
277,DeAndre' Bembry,2017-18,Atlanta Hawks,0,15
277,DeAndre' Bembry,2018-19,Atlanta Hawks,0,118
280,Dragan Bender,2016-17,Phoenix Suns,2,79
280,Dragan Bender,2017-18,Phoenix Suns,3,226
280,Dragan Bender,2018-19,Phoenix Suns,0,76
281,Jonathan Bender,1999-00,Indiana Pacers,0,9
281,Jonathan Bender,2000-01,Indiana Pacers,1,29
281,Jonathan Bender,2001-02,Indiana Pacers,1,99
281,Jonathan Bender,2002-03,Indiana Pacers,0,42
281,Jonathan Bender,2003-04,Indiana Pacers,1,32
281,Jonathan Bender,2004-05,Indiana Pacers,0,4
281,Jonathan Bender,2009-10,New York Knicks,1,30
284,Corey Benjamin,1998-99,Chicago Bulls,1,9
284,Corey Benjamin,1999-00,Chicago Bulls,1,64
284,Corey Benjamin,2000-01,Chicago Bulls,0,55
284,Corey Benjamin,2002-03,Atlanta Hawks,0,8
285,Anthony Bennett,2013-14,Cleveland Cavaliers,0,35
285,Anthony Bennett,2014-15,Minnesota Timberwolves,1,14
285,Anthony Bennett,2015-16,Toronto Raptors,0,9
285,Anthony Bennett,2016-17,Brooklyn Nets,0,35
291,David Benoit,2000-01,Utah Jazz,0,16
294,Ben Bentil,2016-17,Dallas Mavericks,0,1
299,Dairis Bertans,2018-19,New Orleans Pelicans,3,22
300,Davis Bertans,2016-17,San Antonio Spurs,2,132
300,Davis Bertans,2017-18,San Antonio Spurs,1,137
300,Davis Bertans,2018-19,San Antonio Spurs,1,170
302,Travis Best,1998-99,Indiana Pacers,2,48
302,Travis Best,1999-00,Indiana Pacers,8,91
302,Travis Best,2000-01,Indiana Pacers,6,62
302,Travis Best,2001-02,Chicago Bulls,0,16
302,Travis Best,2001-02,Indiana Pacers,0,23
302,Travis Best,2002-03,Miami Heat,3,92
302,Travis Best,2003-04,Dallas Mavericks,1,14
302,Travis Best,2004-05,Brooklyn Nets,14,71
303,Patrick Beverley,2012-13,Houston Rockets,0,95
303,Patrick Beverley,2013-14,Houston Rockets,4,182
303,Patrick Beverley,2014-15,Houston Rockets,0,244
303,Patrick Beverley,2015-16,Houston Rockets,1,256
303,Patrick Beverley,2016-17,Houston Rockets,1,217
303,Patrick Beverley,2017-18,Los Angeles Clippers,0,44
303,Patrick Beverley,2018-19,Los Angeles Clippers,1,171
308,Mike Bibby,1998-99,Memphis Grizzlies,4,47
308,Mike Bibby,1999-00,Memphis Grizzlies,1,167
308,Mike Bibby,2000-01,Memphis Grizzlies,2,176
308,Mike Bibby,2001-02,Sacramento Kings,5,148
308,Mike Bibby,2002-03,Sacramento Kings,6,131
308,Mike Bibby,2003-04,Sacramento Kings,8,336
308,Mike Bibby,2004-05,Sacramento Kings,7,299
308,Mike Bibby,2005-06,Sacramento Kings,14,402
308,Mike Bibby,2006-07,Sacramento Kings,8,376
308,Mike Bibby,2007-08,Atlanta Hawks,1,91
308,Mike Bibby,2007-08,Sacramento Kings,1,45
308,Mike Bibby,2008-09,Atlanta Hawks,3,214
308,Mike Bibby,2009-10,Atlanta Hawks,2,257
308,Mike Bibby,2010-11,Atlanta Hawks,1,201
308,Mike Bibby,2010-11,Miami Heat,0,118
308,Mike Bibby,2010-11,Washington Wizards,0,2
308,Mike Bibby,2011-12,New York Knicks,0,79
310,Andris Biedrins,2008-09,Golden State Warriors,0,1
313,Chauncey Billups,1998-99,Denver Nuggets,4,161
313,Chauncey Billups,1999-00,Denver Nuggets,1,29
313,Chauncey Billups,2000-01,Minnesota Timberwolves,0,133
313,Chauncey Billups,2001-02,Minnesota Timberwolves,6,265
313,Chauncey Billups,2002-03,Detroit Pistons,5,232
313,Chauncey Billups,2003-04,Detroit Pistons,4,264
313,Chauncey Billups,2004-05,Detroit Pistons,5,325
313,Chauncey Billups,2005-06,Detroit Pistons,6,316
313,Chauncey Billups,2006-07,Detroit Pistons,6,265
313,Chauncey Billups,2007-08,Detroit Pistons,2,218
313,Chauncey Billups,2008-09,Denver Nuggets,8,344
313,Chauncey Billups,2008-09,Detroit Pistons,0,5
313,Chauncey Billups,2009-10,Denver Nuggets,3,304
313,Chauncey Billups,2010-11,Denver Nuggets,3,168
313,Chauncey Billups,2010-11,New York Knicks,3,101
313,Chauncey Billups,2011-12,Los Angeles Clippers,0,70
313,Chauncey Billups,2012-13,Los Angeles Clippers,1,58
313,Chauncey Billups,2013-14,Detroit Pistons,0,25
317,Jabari Bird,2017-18,Boston Celtics,0,2
324,Nemanja Bjelica,2015-16,Minnesota Timberwolves,1,94
324,Nemanja Bjelica,2016-17,Minnesota Timberwolves,0,124
324,Nemanja Bjelica,2017-18,Minnesota Timberwolves,1,107
324,Nemanja Bjelica,2018-19,Sacramento Kings,0,131
328,Tarik Black,2016-17,Los Angeles Lakers,0,1
328,Tarik Black,2017-18,Houston Rockets,0,5
335,DeJuan Blair,2010-11,San Antonio Spurs,0,1
336,Steve Blake,2003-04,Washington Wizards,2,139
336,Steve Blake,2004-05,Washington Wizards,1,61
336,Steve Blake,2005-06,Portland Trail Blazers,15,153
336,Steve Blake,2006-07,Denver Nuggets,7,115
336,Steve Blake,2006-07,Milwaukee Bucks,0,37
336,Steve Blake,2007-08,Portland Trail Blazers,11,216
336,Steve Blake,2008-09,Portland Trail Blazers,12,248
336,Steve Blake,2009-10,Los Angeles Clippers,1,46
336,Steve Blake,2009-10,Portland Trail Blazers,4,144
336,Steve Blake,2010-11,Los Angeles Lakers,1,114
336,Steve Blake,2011-12,Los Angeles Lakers,2,122
336,Steve Blake,2012-13,Los Angeles Lakers,1,110
336,Steve Blake,2013-14,Golden State Warriors,0,50
336,Steve Blake,2013-14,Los Angeles Lakers,1,83
336,Steve Blake,2014-15,Portland Trail Blazers,4,148
336,Steve Blake,2015-16,Detroit Pistons,1,91
338,Antonio Blakeney,2017-18,Chicago Bulls,0,40
338,Antonio Blakeney,2018-19,Chicago Bulls,1,65
339,Will Blalock,2006-07,Detroit Pistons,0,3
343,Andray Blatche,2005-06,Washington Wizards,1,8
343,Andray Blatche,2006-07,Washington Wizards,1,19
343,Andray Blatche,2007-08,Washington Wizards,0,7
343,Andray Blatche,2008-09,Washington Wizards,1,9
343,Andray Blatche,2009-10,Washington Wizards,1,28
343,Andray Blatche,2010-11,Washington Wizards,1,9
343,Andray Blatche,2011-12,Washington Wizards,0,4
343,Andray Blatche,2012-13,Brooklyn Nets,0,12
343,Andray Blatche,2013-14,Brooklyn Nets,0,31
344,Mookie Blaylock,1998-99,Atlanta Hawks,5,227
344,Mookie Blaylock,1999-00,Golden State Warriors,2,229
344,Mookie Blaylock,2000-01,Golden State Warriors,2,165
344,Mookie Blaylock,2001-02,Golden State Warriors,1,28
345,Eric Bledsoe,2010-11,Los Angeles Clippers,5,58
345,Eric Bledsoe,2011-12,Los Angeles Clippers,0,16
345,Eric Bledsoe,2012-13,Los Angeles Clippers,2,55
345,Eric Bledsoe,2013-14,Phoenix Suns,0,115
345,Eric Bledsoe,2014-15,Phoenix Suns,3,198
345,Eric Bledsoe,2015-16,Phoenix Suns,2,106
345,Eric Bledsoe,2016-17,Phoenix Suns,5,228
345,Eric Bledsoe,2017-18,Milwaukee Bucks,1,158
345,Eric Bledsoe,2017-18,Phoenix Suns,0,10
345,Eric Bledsoe,2018-19,Milwaukee Bucks,1,180
349,Jaron Blossomgame,2018-19,Cleveland Cavaliers,0,22
350,Corie Blount,1999-00,Phoenix Suns,0,1
350,Corie Blount,2000-01,Golden State Warriors,0,4
350,Corie Blount,2003-04,Chicago Bulls,0,2
351,Mark Blount,2004-05,Boston Celtics,0,1
351,Mark Blount,2006-07,Minnesota Timberwolves,4,21
351,Mark Blount,2007-08,Miami Heat,2,35
351,Mark Blount,2008-09,Miami Heat,0,21
352,Vander Blue,2014-15,Los Angeles Lakers,0,2
352,Vander Blue,2017-18,Los Angeles Lakers,0,1
356,Tony Bobbitt,2004-05,Los Angeles Lakers,0,1
359,Keith Bogans,2003-04,Orlando Magic,3,113
359,Keith Bogans,2004-05,Charlotte Hornets,3,116
359,Keith Bogans,2005-06,Houston Rockets,2,63
359,Keith Bogans,2005-06,Charlotte Hornets,0,72
359,Keith Bogans,2006-07,Orlando Magic,3,94
359,Keith Bogans,2007-08,Orlando Magic,1,269
359,Keith Bogans,2008-09,Milwaukee Bucks,0,51
359,Keith Bogans,2008-09,Orlando Magic,1,76
359,Keith Bogans,2009-10,San Antonio Spurs,1,142
359,Keith Bogans,2010-11,Chicago Bulls,0,211
359,Keith Bogans,2011-12,Brooklyn Nets,0,8
359,Keith Bogans,2012-13,Brooklyn Nets,0,171
359,Keith Bogans,2013-14,Boston Celtics,0,6
360,Bogdan Bogdanovic,2017-18,Sacramento Kings,3,217
360,Bogdan Bogdanovic,2018-19,Sacramento Kings,9,254
361,Bojan Bogdanovic,2014-15,Brooklyn Nets,1,194
361,Bojan Bogdanovic,2015-16,Brooklyn Nets,3,208
361,Bojan Bogdanovic,2016-17,Brooklyn Nets,2,177
361,Bojan Bogdanovic,2016-17,Washington Wizards,0,72
361,Bojan Bogdanovic,2017-18,Indiana Pacers,0,193
361,Bojan Bogdanovic,2018-19,Indiana Pacers,0,187
362,Muggsy Bogues,1998-99,Golden State Warriors,0,1
362,Muggsy Bogues,1999-00,Toronto Raptors,0,38
363,Andrew Bogut,2005-06,Milwaukee Bucks,2,1
363,Andrew Bogut,2007-08,Milwaukee Bucks,0,2
363,Andrew Bogut,2009-10,Milwaukee Bucks,0,1
363,Andrew Bogut,2010-11,Milwaukee Bucks,0,1
363,Andrew Bogut,2012-13,Golden State Warriors,0,1
363,Andrew Bogut,2014-15,Golden State Warriors,0,1
363,Andrew Bogut,2016-17,Dallas Mavericks,0,1
367,Jonah Bolden,2018-19,Philadelphia 76ers,0,59
369,Joel Bolomboy,2016-17,Utah Jazz,0,3
369,Joel Bolomboy,2017-18,Milwaukee Bucks,0,1
376,Isaac Bonga,2018-19,Los Angeles Lakers,0,3
379,Matt Bonner,2004-05,Toronto Raptors,3,71
379,Matt Bonner,2005-06,Toronto Raptors,4,180
379,Matt Bonner,2006-07,San Antonio Spurs,1,70
379,Matt Bonner,2007-08,San Antonio Spurs,1,105
379,Matt Bonner,2008-09,San Antonio Spurs,7,219
379,Matt Bonner,2009-10,San Antonio Spurs,1,214
379,Matt Bonner,2010-11,San Antonio Spurs,1,182
379,Matt Bonner,2011-12,San Antonio Spurs,3,205
379,Matt Bonner,2012-13,San Antonio Spurs,5,116
379,Matt Bonner,2013-14,San Antonio Spurs,0,75
379,Matt Bonner,2014-15,San Antonio Spurs,4,97
379,Matt Bonner,2015-16,San Antonio Spurs,0,27
380,Devin Booker,2015-16,Phoenix Suns,6,207
380,Devin Booker,2016-17,Phoenix Suns,20,275
380,Devin Booker,2017-18,Phoenix Suns,5,221
380,Devin Booker,2018-19,Phoenix Suns,6,237
382,Trevor Booker,2014-15,Utah Jazz,1,61
382,Trevor Booker,2015-16,Utah Jazz,1,26
382,Trevor Booker,2016-17,Brooklyn Nets,2,58
382,Trevor Booker,2017-18,Brooklyn Nets,0,6
382,Trevor Booker,2017-18,Indiana Pacers,0,5
382,Trevor Booker,2017-18,Philadelphia 76ers,0,5
383,Josh Boone,2007-08,Brooklyn Nets,1,0
385,Calvin Booth,2002-03,Oklahoma City Thunder,0,2
385,Calvin Booth,2003-04,Oklahoma City Thunder,0,2
385,Calvin Booth,2004-05,Dallas Mavericks,0,1
385,Calvin Booth,2005-06,Washington Wizards,0,2
385,Calvin Booth,2006-07,Washington Wizards,0,1
386,Keith Booth,1998-99,Chicago Bulls,0,7
388,Carlos Boozer,2003-04,Cleveland Cavaliers,0,4
388,Carlos Boozer,2004-05,Utah Jazz,0,1
388,Carlos Boozer,2010-11,Chicago Bulls,0,1
388,Carlos Boozer,2011-12,Chicago Bulls,0,1
388,Carlos Boozer,2012-13,Chicago Bulls,0,3
388,Carlos Boozer,2013-14,Chicago Bulls,1,2
389,Curtis Borchardt,2003-04,Utah Jazz,0,1
391,Lazaro Borrell,1999-00,Oklahoma City Thunder,0,2
394,Chris Bosh,2003-04,Toronto Raptors,1,6
394,Chris Bosh,2004-05,Toronto Raptors,0,5
394,Chris Bosh,2005-06,Toronto Raptors,0,9
394,Chris Bosh,2006-07,Toronto Raptors,0,31
394,Chris Bosh,2007-08,Toronto Raptors,0,24
394,Chris Bosh,2008-09,Toronto Raptors,1,41
394,Chris Bosh,2009-10,Toronto Raptors,0,17
394,Chris Bosh,2010-11,Miami Heat,3,20
394,Chris Bosh,2011-12,Miami Heat,1,30
394,Chris Bosh,2012-13,Miami Heat,1,63
394,Chris Bosh,2013-14,Miami Heat,5,214
394,Chris Bosh,2014-15,Miami Heat,2,128
394,Chris Bosh,2015-16,Miami Heat,0,182
398,Chris Boucher,2017-18,Golden State Warriors,0,1
398,Chris Boucher,2018-19,Toronto Raptors,0,27
401,Cal Bowdler,1999-00,Atlanta Hawks,1,0
401,Cal Bowdler,2000-01,Atlanta Hawks,0,4
401,Cal Bowdler,2001-02,Atlanta Hawks,1,3
402,Bruce Bowen,1998-99,Boston Celtics,0,20
402,Bruce Bowen,1999-00,Miami Heat,1,50
402,Bruce Bowen,1999-00,Philadelphia 76ers,0,1
402,Bruce Bowen,2000-01,Miami Heat,2,217
402,Bruce Bowen,2001-02,San Antonio Spurs,0,111
402,Bruce Bowen,2002-03,San Antonio Spurs,3,188
402,Bruce Bowen,2003-04,San Antonio Spurs,1,151
402,Bruce Bowen,2004-05,San Antonio Spurs,2,189
402,Bruce Bowen,2005-06,San Antonio Spurs,2,171
402,Bruce Bowen,2006-07,San Antonio Spurs,2,195
402,Bruce Bowen,2007-08,San Antonio Spurs,3,144
402,Bruce Bowen,2008-09,San Antonio Spurs,1,52
403,Ryan Bowen,1999-00,Denver Nuggets,0,4
403,Ryan Bowen,2000-01,Denver Nuggets,0,6
403,Ryan Bowen,2001-02,Denver Nuggets,0,7
403,Ryan Bowen,2002-03,Denver Nuggets,1,4
403,Ryan Bowen,2004-05,Houston Rockets,0,2
